Nom abrégé;Tél. int.;C. P.;Ville;Téléphone;Fax;Vte s/souche;Date mise en vente;Date fermeture;Fam.;Raison sociale;Région                        ;Email;Représentant
ROCA BRUNO;;11590;CUXAC D'AUDE;06.81.91.76.00;;Non;;;;MR ROCA BRUNO;;;
ROCALIERE;;30126;TAVEL;04.66.50.12.60;04.66.50.23.45;Non;;;;SCEA DOMAINE LA ROCALIERE;;rocaliere@wanadoo.fr;
ROCHEGUDE COOP;;26790;ROCHEGUDE;04.75.04.81.84;04.75.04.84.80;Non;;;;LES VIGNERONS DE ROCHEGUDE;;;
ROCHEQUAIRIE;;34350;VENDRES;04.67.67.00.83;;Non;;;;HERITIERS DE ROCHEQUAIRIE;;POUR RETIRAISONS 48HRES AVANT;
ROCHETTE VINCENT;;84110;BUISSON;04.90.70.81.29;;Oui;;;;MONSIEUR ROCHETTE VINCENT;;;
ROIAX SEGURET;;84110;SEGURET;;;Non;;;;CAVE COOPERATIVE DE ROAIXSEGURET;;SIRET 783 251 390 000 10;
ROMAN 1;;30630;CORNILLON;;;Non;;;;ROMAN MARC;;;
ROMAN MARC;;30630;CORNILLON;04.66.82.21.25;04.66.82.21.25;Non;;;;EARL CHATEAU BELLE DES LIERES;;chateaubelledeslieres@orange.fr;
ROQUEPERTUIS;;30630;ST ANDRE DE ROQUEPERTUIS;04.66.82.21.44;;Non;;;;CAVE COOPERATIVE VINICOLE DE;;;
ROQUETTE;;84230;CHATEAUNEUF DU PAPE;;;Non;;;;SCEA LA ROQUETTE;;;
ROSE81;;81600;MONTANS;05.63.57.67.36;05.63.41.77.74;Non;;;;SARL ROSE;;sarl.rose81@orange.fr;
ROSERAIE;;34290;LIEURAN-LES-BEZIERS;04.67.36.08.21;04.67.36.19.47;Non;;;;GAEC LA ROSERAIE;;gaeclaroseraie34@orange.fr;
ROSTAING RENE;;69420;AMPUIS;06.82.61.66.72;;Non;;;;ME ROSTAING RENE;;domainerostaing@free.fr;
ROUGE GARANCE;;30210;SAINT HILAIRE D'OZILHAN;04.66.37.06.92;04.66.37.06.92;Non;;;;ROUGE GARANCE DOMAINE SCEA;;contact@rougegarance.com;
ROUGER FRERES;;34400;LUNEL;06.81.35.54.94;;Non;;;;EARL ROUGER FRERES;;;
ROUJAN;;34320;ROUJAN;04.67.24.60.19;;Non;;;;EURL LES VIGNERONS DE ROUJAN;;;
ROUMAJON;;30250;FONTANES;04.66.80.11.20;;Non;;;;Mr ROUMAJON GILLES;;groumajon@orange.fr;
ROUQUAIROL;;30260;LIOUC;04.66.77.30.11;04.66.77.30.11;Non;;;;ROUQUAIROL CLAUDE;;;
ROUSSET HERVE;;34350;VENDRES;06.23.23.02.97;04.67.62.92.63;Non;;;;MR HERVE ROUSSET;;;
ROUSSIN DAVID;;84600;VALREAS;06.80.12.58.63;;Non;;;;MONSIEUR DAVID ROUSSIN;;roussin.david@laposte.net;
ROUX DENIS;;30320;BEZOUCE;06.12.48.79.28;;Non;;;;MR ROUX DENIS;;;
ROVIRA;;66510;ST HIPPOLYTE;06.03.25.38.01;;Non;;;;MME DE ROVIRA MARGUERITTE;;;
ROZEILHAN;;34290;SERVIAN;04.67.39.94.11;04.67.39.94.18;Non;;;;LES VIGNERONS DE ROZEILHAN;;;
RUBERT;;30260;VIC LE FESQ;06.14.54.19.51;;Non;;;;EARL RUBERT PERE ET FILLES;;;
S.V.B;;84231;CHATEAUNEUF DU PAPE;04.90.33.20.93;04.90.33.25.73;Non;;;;SELECTION VINS ET BOUTEILLES;;s.v.b.@wanadoo.fr;
SABATIER PIERRE;;30130;ST ALEXANDRE;04.66.39.18.64;04.66.39.53.37;Non;;;;EARL DOMAINE DE L ESPERAN;;;
SABLAYROLLES THIERRY;;34510;FLORENSAC;06.63.57.82.19;;Non;;;;MR SABLAYROLLES THIERRY;;;
SABLONS;;30220;AIGUES MORTES;04 66 53 84 40;04 66 53 78 11;Non;;;;SARL SABLEDOC;;;
SAINT JEAN DE SERRES;;30350;SAINT JEAN DE SERRES;04.66.83.40.42;04.66.83.47.29;Non;;;;SCA DES VIGNERONS DE ST JEAN DE SERRES;;;
SAINT MARTIN;;81310;LISLE SUR TARN;05.63.40.44.97;;Non;;;;CHAIS ST MARTIN;;;
SAINT PARGOIRE;;34230;SAINT PARGOIRE;04.67.98.70.15;04.67.98.78.33;Non;;;;U.V DE LA VICOMTE/SAINT PARGOIRE;;;
SAINT PONS DE MAUCHIENS;;34230;ST PONS DE MAUCHIENS;04.67.98.70.67;04.67.98.78.41;Non;;;;CAVE COOPERATIVE LES SOUBERGUES;;;
SAINTE ANNE;;11120;MARCORIGNAN;04.68.93.60.19;;Non;;;;SCEA DOMAINE SAINTE ANNE;;;
SALVETAT;;34310;QUARANTE;04.67.89.42.60;;Non;;;;MR SALVETAT JEAN MICHEL;;;
SANILHAC (COOP);;30700;SANILHAC;04 66 22 12 95;04 66 03 06 50;Non;;;;CAVE COOPERATIVE DE SANILHAC;;;
SANSON JEAN LOUIS;;26790;TULETTE;06.64.91.22.43;;Non;;;;SANSON JEAN LOUIS;;jamessamson@hotmail.fr;
SARL CO.VI.MO;;34420;VILLENEUVE LES BEZIERS;04.67.35.20.66;04.67.62.33.97;Non;;;;SARL CO.VI.MO;;;
SARTENE;;30700;ARPAILLARGUES;;;Non;;;;MR SARTENE ALEXANDRE;;;
SAS V3T;;34620;PUISSERGUIER;;;Non;;;;SAS V3T;;;
SASU;;34210;SIRAN;;;Non;;;;SASU AIRES HAUTES;;;
SAUMANES;;84470;CHATEAUNEUF DE GADAGNE;;;Non;;;;LA SCEA LES SAUMANES;;;
SAUNIER SANCHEZ;;30210;CABRIERES;06.08.73.58.21;;Non;;;;SCEA SAUNIER SANCHEZ;;;
SAUVIAN;;34410;SAUVIAN;04.99.41.02.74;04.67.39.54.00;Non;;;;SCEA VALERY;;domainedes2ruisseaux@orange.fr;
SAVARY;;34530;MONTAGNAC;04.67.24.00.12;04.67.24.00.12;Non;;;;MR SAVARY DE BEAUREGARD;;;
SAYN;;84600;VALREAS;;;Non;;;;MONSIEUR SAYN;;;
SCA PAZAC;;30840;MEYNES;04.66.57.59.95;04.66.57.57.63;Non;;;;SCA LES GRANDS VINS DE PAZAC;;;
SCEA VIGNOBLES JEUNE;;84232;CHATEAUNEUF DU PAPE;04.90.83.70.28;04.90.83.78.07;Non;;;;SCEA  JEUNE ELIE;;;
SCHNEIDER JOSE;;84370;BEDARRIDES;;;Non;;;;JOSE SCHNEIDER;;;
SEPT COLLINES (COOP);;30230;RODILHAN;04.66.20.75.12;04.66.20.78.89;Non;;;;Les Vignerons des 7 Collines;;;
SERIGNAN;;34410;SERIGNAN;04.67.32.24.82;;Non;;;;CAVE COOPERATIVE DE SERIGNAN;;;
SERJEAC;;34480;PUISSALICON;06.87.46.51.37;;Non;;;;GFA DOMAINE ST PIERRE DE SERJEAC;;;
SERRE;;30160;ST HILAIRE DE BEAUVOIR;04.67.86.92.31;04.67.86.92.31;Non;;;;MONSIEUR SERRE JOSIAN;;;
SERRE BERNARD;;30630;VERFEUIL;04.66.72.90.06;;Non;;;;MR SERRE BERNARD;;;
SERRES PASCALE;;34490;MURVIEL LES BEZIERS;04.67.37.83.43;;Non;;;;SERRES PASCALE;;andreserres1942@orange.fr;
SICAVIC;;11700;CAPENDU;04.68.79.00.76;;Non;;;;SCA VIC CANTALRIC;;;
SIEUR D ARQUES;;11303;LIMOUX;04.68.74.63.00;04.68.74.63.12;Non;;;;LES CAVES DU SIEUR D'ARQUES;;;
SIGALIERE;;30260;CARNAS;06.81.03.11.92;;Non;;;;DOMAINE DE SIGALIERE;;andre.mouliere@orange.fr;
SIGEAN;;11130;SIGEAN;04.68.48.21.48;04.68.48.17.54;Non;;;;Cave Coopérative de Sigean;;;
SIGNES DE TERRES;;33300;SAINT EMILION;09.52.87.04.41;05.57.25.73.11;Non;;;;SIGNES DE TERRES;;yanka@signe2terres.com;
SIMON FRANCOISE;;30200;COLOMBIER SABRAN;04.66.50.08.64;;Non;;;;MME FRANCOISE SIMON;;;
SKALLI;;34200;SETE;04.67.80.90.90;04.67.80.12.30;Non;;;;SAS LES CHAIS DU SUD;;;
SKALLI 1;;84700;SORGUES;04.90.39.78.05;;Non;;;;LES VINS SKALLI;;patricia.toyes@skalli.com;
SOLANE DMNES;;34150;MONTPEYROUX;04.67.88.61.00;;Non;;;;SARL LES DMNES DE LA SOLANE;;SIRET 423 637 412 00010 SIREN 423 637412;
SOMMIERES (COOP);;30250;SOMMIERES;04.66.80.03.31;04.66.77.14.31;Non;;;;CAVE COOP DE VINIFICATION;;;
SOMMIERES COOP;;30250;ASPERES;04.66.80.01.23;;Non;;;;Cave cooperative Sommieres;;;
SONIGUE;;34290;ESPONDEILHAN;04.67.39.13.30;;Non;;;;MME SONIGUE GRANIER LAURENCE;;;
SOPENA/FLORENSAC;;34510;FLORENSAC;06.11.81.59.44;04.67.77.72.19;Non;;;;GAEC SOPENA;;domaine.sopena@wanadoo.fr;
SORDAN;;73170;JONGIEUX;04.79.44.02.08;04.79.44.02.76;Non;;;;GAEC DU CELLIER DE SORDAN;;cellierdesordan@wanadoo.fr;
SOUBERGUES;;34230;SAINT PARGOIRE;04.67.98.70.15;04.67.98.78.33;Non;;;;LES VIGNERONS DE SOUBERGUES;;stpargoire@yahoo.fr;
SOUCO PAPALE;;84230;CHATEAUNEUF DU PAPE;06.86.86.11.25;;Non;;;;EARL DOMAINE LA SOUCO PAPALE;;;
SOURCES;;30127;BELLEGARDE;06.13.60.47.85;04.66.01.01.26;Non;;;;EARL CHATEAU DES SOURCES;;;
SOURILHAC;;30392;DOMAZAN;04.66.57.46.72;;Non;;;;EARL DOMAINE DE SOURILHAC;;;
ST ANDRIEU;;34150;MONTPEYROUX;;;Non;;;;DOMAINE ST ANDRIEU;;SIRET 344 973 482 00021 SIREN344 973 782;
ST APOLLINAIRE DMNE;;84110;PUYMERAS;04.90.46.41.09;;Non;;;;SCA DOMAINE ST APOLLINAIRE;;;
ST AUGUSTIN;;13560;SENAS;04.90.57.20.25;04.90.59.22.96;Non;;;;CELLIER ST AUGUSTIN;;staugustin3@wanadoo.fr;
ST BAUZILLE;;34230;ST BAUZILLE DE LA SYLVE;04.67.57.52.06;;Non;;;;Cave Coopérative Vinicole;;;
ST CHRISTOL;;34400;ST CHRISTOL;04.67.86.01.11;04.67.86.81.04;Non;;;;SCV LES COTEAUX DE ST CHRISTOL;;;
ST CLEMENT;;30260;ST CLEMENT;04.66.80.12.63;;Non;;;;Cave coop de vinification;;;
ST COME;;30810;ST COME;04.66.81.33.03;04 66 81 44 02;Non;;;;CAVE ST COME;;;
ST CYRGUES;;30800;SAINT GILLES;06.82.48.83.34;04.66.87.70.76;Non;;;;SCEA DE MERCURIO;;info@saint-cyrgues.com;
ST ETIENNE AM;;34290;ALIGNAN DU VENT;06 14 14 45 16;;Non;;;;Domaine ST ETIENNE;;;
ST ETIENNE DES SORTS;;30200;ST ETIENNE DES SORTS;04.66.79.25.05;04.66.79.26.24;Non;;;;SCA DES VIGNERONS;;cellier.des.mariniers@gmail.com;
ST ETIENNE PH;;34290;ALIGNAN DU VENT;06 14 14 45 16;;Non;;;;Domaine ST ETIENNE;;;
ST FRANCOISE GANDOUIN;;30127;BELLEGARDE;06.14.78.50.96;;Non;;;;MONSIEUR PIERRE GANDOUIN;;;
ST GENIES DE MALG. (COOP);;30190;ST GENIES DE MALGOIRES;04.66.81.62.01;04.66.81.63.21;Non;;;;SCA  LES VIGNERONS DU MALGOIRES;;;
ST GENIES DES M.(COOP);;34160;ST GENIES DES MOURGUES;04.67.86.21.99;04.67.86.22.65;Non;;;;SCA LES COTEAUX DE MONTPELLIER;;coteauxdemontpellier@orange.fr;
ST GENIES S/E TRANSVINS;;30260;VIC LE FESQ;;;Non;;;;ST GENIES S/E TRANSVINS;;;
ST GEORGES D ORQUES;;34680;ST GEORGES D ORQUES;04.67.75.11.16;04.67.40.56.10;Non;;;;SCAV LES CAVES DE ST GEORGES D ORQUES;;cavesstgeorges@wanadoo.fr;
ST GILLES;;30800;ST GILLES;04.66.87.30.97;;Non;;;;CAVE COOPERATIVE VINICOLE;;;
ST HYPPOLITE (COOP);;30170;ST HYPPOLITE DU FORT;04.66.77.21.30;;Non;;;;CAVE COOPERATIVE;;;
ST JEAN DE BUEGES;;34380;ST JEAN DE BUEGES;04.67.73.12.73;;Non;;;;CAVE COOPERATIVE DE ST JEAN DE BUEGES;;;
ST JEAN DE FOS;;34150;ST JEAN DE FOS;04.67.57.71.42;04.67.57.45.23;Non;;;;SCA LES GRAVES DE SAINT JEAN;;;
ST JEAN DE LA BLA.(COOP);;34725;ST FELIX DE LODEZ;04.67.96.60.61;04.67.96.88.61.77;Non;;;;LES VIGNERONS DE ST FELIX /ST JEAN;;;
ST JOSEPH LES ANGLADES DMNE;;83400;HYERES;;;Non;;;;DMNE ST JOSEPH LES ANGLADES;;;
ST LAURENT DE CARNOLS;;30200;ST LAURENT DE CARNOLS;04.66.82.78.31;;Non;;;;CAVE COOP DE ST LAURENT DE CARNOLS;;;
ST LOUIS LA PERDRIX;;30300;JONQUIERES ST VINCENT;04 66 01 17 03;;Non;01/0/2002;;;Domaine ST Louis La Perdrix;;;
ST MARTIN (COOP);;34380;ST MARTIN DE LONDRES;04 67 55 00 12;;Non;;;;COVINSUD;;;
ST MATHIEU DE TREVIERS;;34270;ST MATHIEU DE TREVIERS;04.67.55.20.22;04.67.55.36.17;Non;;;;LES COTEAUX DU PIC;;info@coteaux-du-pic.com;
ST MICHEL;;11510;CAVES;04.68.45.79.18;;Non;;;;DOMAINE ST MICHEL;;;
ST PAULET (COOP);;30130;ST PAULET DE CAISSON;04.66.39.17.01;04.66.90.77.71;Non;;;;Cave Coopérative;;;
ST PIERRE SCEA;;84100;ORANGE;;;Non;;;;CLOS SAINT PIERRE SCEA;;;
ST PONS DE MAUCHIENS;;34230;ST PONS DE MAUCHIENS;04 67 98 70 67;;Non;;;;U.V DE LA VICONTE;;;
ST QUENTIN LA POTERIE;;30700;SAINT QUENTIN LA POTERIE;04.66.03.23.00;04.66.03.23.01;Non;;;;UNION DES CAVES DE L'UZEGE;;caves.uzege@wanadoo.fr;
ST REMY;;30470;AIMARGUES;01.46.22.25.32;;Non;;;;SCEA DOMAINE DE ST REMY;;;
ST ROCH;;30800;ST GILLES;04.66.70.01.81;;Non;;;;SCEA DOMAINE ST ROCH;;;
ST SIFFRET;;30703;UZES CEDEX;04.66.03.23.00;04.66.03.23.01;Non;;;;UC DE L UZEGE/ ST SIFFRET;;;
ST SORNIN;;16220;SAINT SORNIN;05.45.23.92.22;;Non;;;;CAVE ST SORNIN;;;
ST VALENTIN;;30150;ROQUEMAURE;04.66.82.82.01;;Non;;;;CELLIER ST VALENTIN;;;
ST VICTOR;;30290;SAINT VICTOR LA COSTE;04 66 50.02.07;04 66 50 43 92;Non;;;;VIGNOBLES VICTOR CONTIS;;;
STE ANNE/FRANCOISE;;20270;TALLONE;;;Non;;;;SCA SAINTE ANNE;;;
STE FRANCOISE;;30127;BELLEGARDE;06.14.78.50.96;;Non;;;;SCA SAINTE FRANCOISE/GANDOUIN;;;
STEPHANE BERNARD;;30150;MONTFAUCON;;;Non;;;;BERNARD STEPHANE;;;
SUSSARGUES;;34160;SUSSARGUES;04.67.86.94.55;04.67.86.50.34;Non;;;;COOP MONTAUD;;;
SUZE LA ROUSSE;;26790;SUZE LA ROUSSE;04.75.04.80.04;04.75.98.23.77;Non;;;;CAVE COOPERATIVE LA SUZIENNE;;nathalie.schild@lasuzienne.fr;
SVB;;84231;CHATEAUNEUF DU PAPE CEDEX;04.90.33.20.93;;Non;;;;SELECTION VINS ET BOUTEILLES;;;
SVB/SE TRANSVINS;;84231;CHATEAUNEUF DU PAPE;;;Non;;;;SVB SE/TRANSVINS;;;
SVE;;16130;GENSAC LA PALLUE;05.45.35.94.54;05.45.35.93.81;Non;;;;S.V.E;;sve@sve-distillerie.com;
TACUSSEL;;84230;CHATEAUNEUF DU PAPE;;;Non;;;;MOULIN TACUSSEL SCEA;;;
TAIN L HERMITAGE COOP;;26600;TAIN L HERMITAGE;04.75.08.20.87;04.75.07.15.16;Non;;;;SCA CAVE DE L'HERMITAGE;;am.chaudier@cavedetain.com;
TAIX PATRICK;;34480;MAGALAS;04.67.36.37.95;04.67.36.37.95;Non;;;;MR TAIX PATRICK;;;
TARREGA;;34160;RESTINCLIERES;04 67 60 79 45;;Non;;;;TARREGA JEAN;;;
TAVEL (CAVE COOP);;30126;TAVEL;04.66.50.03.57;04.66.50.46.57;Non;;;;CAVE COOPERATIVE DE TAVEL;;;
TAVERNEL;;30300;BEAUCAIRE;06.68.16.24.18;04.66.59.38.30;Non;;;;GFA DOMAINE DE TAVERNEL;;tavernel@nordnet.fr;
TEMPLIERS;;84600;RICHERANCHE;04.90.28.01.00;04.90.28.02.47;Non;;;;CELLIER DES TEMPLIERS;;directeur.templiers@orange.fr;
TERRASSE;;30320;BEZOUCE;04.66.75.21.39;;Non;;;;MR DENIS TERRASSE;;;
TERRAVENTOUX;;84570;VILLE SUR AUZON;04.90.61.80.07;04.90.61.97.23;Non;;;;CAVE COOPERATIVE TERRAVENTOUX;;;
TERRES D'AVIGNON;;84310;MORIERES LES AVIGNONS;04.90.33.55.21;;Non;;;;TERRES D'AVIGNON S.C.A;;MME GROS JACQUELINE;
TESSE BENEDICTE;;34160;RESTINCLIERES;04.67.86.60.31;;Non;;;;TESSE BENEDICTE;;tessebenedicte@aol.com;
TETE NOIRE;;13300;SALON DE PROVENCE;04.90.53.22.42;04.90.53.60.43;Non;;;;SAS TETE NOIRE;;;
THAURAN DMNE;;11200;ST ANDRE DE ROQUELONGUE;06.67.73.97.27;;Non;;;;SCEA THAURAN;;;
THEROND CEDRIC;;30250;FONTANES;04.66.80.10.16;04.66.80.10.16;Non;;;;EARL CST CEDRIC FANNY THEROND;;therondfanny@orange.fr;
THEZAN;;34490;THEZAN LES BEZIERS;04.67.36.28.64;;Non;;;;BENIN MARC;;;
TORNAC (COOP);;30140;TORNAC;;;Non;;;;Cave Coopérative de Tornac;;;
TOUR LA PAGEZE;;11560;FLEURY D AUDE;;;Non;;;;DMNE DE LA TOUR LA PAGEZE;;;
TOURBES COOP;;34120;TOURBES;06.67.98.15.13;;Non;;;;CAVE COOPERATIVE DE TOURBES;;;
TOURETTES;;30360;CRUVIERS LASCOURS;04.66.83.21.64;04.66.83.30.26;Non;;;;LES CLAUX DES TOURETTES SCA;;lesclauxdestourettes@cegetel.net;
TOURREAU;;84260;SARRIANS;04.90.65.46.38;04.90.65.33.60;Non;;;;EARL DE TOURREAU;;domainedechantegut@wanadoo.fr;
TOURTOUILLE;;30126;TAVEL;04.66.50.05.68;04.66.50.21.11;Non;;;;EARL LEFEVRE MICHELE;;domainedetourtouil@orange.fr;
TRAMIER;;84150;VIOLES;04.90.70.92.12;04.90.70.96.45;Non;;;;MME TRAMIER MONIQUE;;grangettesaintjoseph@orange.fr;
TREILLES DU CHATEAU;;11560;FLEURY D'AUDE;04.68.33.72.82;04.68.33.72.82;Non;;;;GAEC LES TREILLES DU CHATEAU;;;
TREMOLLIERES;;34370;CAZOULS LES BEZIERS;04.67.11.26.44;04.67.90.01.15;Non;;;;SCEA DOMAINE DE TREMOLLIERES;;;
TREPALOUP (DMNE);;30260;ST CLEMENT;04 66 77 48 39;04 66 77 55 21;Non;;;;Monsieur  VENDOME;;;
TRESCH;;68110;ILLZACH;03.89.61.75.75.;03.89.61.94.05;Non;;;;ETS TRESCH;;;
TRESCH LIVRAISON;;21200;MONTAGNY LES BEAUNES;03.80.26.37.37;;Non;;;;ETS TRECH;;;
TROIS PUECHS;;34480;FOUZILLON;09.62.20.98.87;04.67.24.72.78;Non;;;;GAEC LES TROIS PUECHS;;jacques.couderc0357@orange.fr;
TUILERIE CHATEAU;;30900;NIMES;04.66.70.10.55;04.66.70.64.95;Non;;;;SCA CHATEAU DE LA TUILERIE;;ericborie@chateautuilerie.com;
U C DES 2 RHONES;;30300;BEAUCAIRE;;;Non;;;;U C DES 2 RHONES;;;
U.C.O.V.I.A;;34230;PLAISAN;;;Non;;;;U.C.O.V.I.A;;;
U.V DES GARRIGUES/LEZAN;;30900;NIMES;04.66.68.91.11;04.66.62.38.07;Non;;;;UCA LES VIGNERONS DES GARRIGUES;;vignerons.garrigues@wanadoo.fr;
UCAVCA;;11700;CAPENDU;04.68.79.00.76;04.68.79.05.42;Non;;;;ETS U.C.A.V.C.A;;contact@cantalric.com;
UCLORH;;34420;CERS;04.67.39.84.21;;Non;;;;UCLORH/SERIGNAN;;;
UGNI BLANC DISTILLERIE;;16130;SEGONZAC;05.45.83.42.36;;Non;;;;DISTILLERIE UGNI BLANC;;;
UNION SCV LES VIGNERONS;;66320;VINCA;;;Non;;;;UNION SCV LES VIGNERONS;;;
UNIRE COOP;;17580;LE BOIS PLAGE EN RE;06.72.84.49.12;;Non;;;;SCA UNIRE;;;
VAILLS JACQUELINE;;11510;CAVES;04.68.45.79.18;04.68.45.79.18;Non;;;;VAILLS JACQUELINE;;;
VAL D'ORBIEU;;11100;NARBONNE;04.68.42.75.00;04.68.42.75.30;Non;;;;SCA LES VIGNERONS DU VAL D'ORBIEU;;;
VALADIER;;84850;TRAVAILLAN;04.90.37.71.73;04.90.37.78.35;Non;;;;VALADIER MARIE CHRISTINE;;valadier17@orange.fr;
VALANTE;;30126;TAVEL;06.87.71.42.87;;Non;;;;MONSIEUR VALENTE;;;
VALAT;;30170;POMPIGNAN;04.66.77.64.91;;Non;;;;MONSIEUR VALAT GERARD;;;
VALENSAC;;34150;FLORENSAC;04.67.77.41.16;;Non;;;;MDA DOMAINE DE VALENSAC;;valensac@orange.fr;
VALERIOLE;;13200;ARLES;06.81.66.90.38;04.90.97.01.78;Non;;;;GAEC VALERIOLE;;;
VALLAT J.FRANCOIS;;34150;MONTPEYROUX;04.67.96.64.06;04.67.96.67.63;Non;;;;MR VALLAT J.FRANCOIS;;;
VALMOISSINE;;83560;LA VERDIERE;04.47.52.45.66;;Non;;;;DOMAINE DE VALMOISSINE;;aberthon@louislatour.com;
VALREAS;;84600;VALREAS;04.90.35.00.66;04.90.35.11.38;Non;;;;CAVE COOPERATIVE LA GAILLARDE;;cave.lagaillarde@wanadoo.fr;
VANLANCKER;;34210;LA LIVINIERE;04.68.91.44.82;04.68.91.44.82;Non;;;;MR VANLANCKER GUY;;;
VAUDIEU CHATEAU;;84230;CHATEAUNEUF DU PAPE;04.90.83.70.31;;Non;;;;VIGNOBLES DE VAUDIEU GFA;;;
VAUVERT;;30600;VAUVERT;04.66.88.20.31;04.66.88.35.09;Non;;;;LES MAITRES VIGNERONS COSTIERES;;laetitia.lesmaitresvignerons@gmail.com;
VEAS HANNIBAL COURNONSEC;;34660;COURNONSEC;04.67.22.22.02;04.67.22.22.03;Non;;;;LES VIGNOBLES  DU SOLEIL;;lesvignoblesdusoleil@orange.fr;
VENDANGEOIRS DU VAL DE LOIRE;;49230;TILLIERES;02.41.70.45.93;02.41.70.43.74;Non;;;;VENDANGEOIRS DU VAL DE LOIRE;;;
VENDARGUES (COOP);;34740;VENDARGUES;04.67.87.68.68;04.67.87.68.69;Non;;;;LES VIGNERONS DU BERANGE;;vignerons-du-berange@wanadoo.fr;
VENDEMIAN;;34230;VENDEMIAN;04.67.96.72.62;;Non;;;;CAVE COOP VENDEMIAN;;;
VENEJAN;;30200;VENEJAN;04.66.79.25.04;04.66.79.22.40;Non;;;;CELLIER VENEJAN LA PORTE D'OR;;sca.venejan@wanadoo.fr;
VENTOUX;;84410;BEDOIN;04.90.12.88.00;;Non;;;;SCA LES VIGNERONS DU MONT VENTOUX;;;
VERARGUES;;34400;VERARGUES;0467860009;0667860752;Non;;;;LES VIGNERONS DU MUSCAT DE LUNEL;;;
VERCHANT DMNE;;34178;CASTELNAU LE LEZ CEDEX;06.23.01.08.24;04.67.86.54.18;Non;;;;*SCEA VERCHANT;;;
VERFEUIL;;30630;VERFEUIL;;;Non;;;;ROBERT LAURENT;;;
VERGEZE(COOP);;30310;VERGEZE;04.66.35.09.15;04.66.35.17.78;Non;;;;SCA VIGNOBLES DE LA VOIE D'HERACLES;;;
VERGNES;;34480;PUISSALICON;04.67.36.21.08;04.67.36.21.08;Non;;;;GAEC MARION ET MATHIEU VERGNES;;;
VERGNES 1;;34480;PUISSALICON;04.67.36.60.29;04.67.36.60.29;Non;;;;VERGNES JEAN PIERRE;;jeanpierrevergnes0198@orange.fr;
VERRERIE (LA);;84360;PUGET DU DURANCE;04.90.08.32.98;04.90.08.25.45;Non;;;;S.C LA VERRERIE;;olivier.adnot@chateau-la-verrerie.fr;
VERS PONT DU GARD COOP;;30210;VERS PONT DU GARD;04.66.22.80.03;04.66.37.82.17;Non;;;;SCA INTERCOMMUNALE DU PONT DU GARD;;cave.cooperative643@orange.fr;
VIALA (DMNE);;30310;VERGEZE;04.66.35.36.87;;Non;;;;Mr Guy Viala;;;
VIALARD LOUIS SAS;;33250;CISSAC MEDOC;;;Non;;;;SAS LOUIS VIALARD;;;
VIC LE FESQ;;30260;VIC LE FESQ;04.66.77.82.11;04.66.77.88.63;Non;;;;CAVE COOP VINIFICATION VIC LE FESQ;;;
VIDAL FLEURY ETS;;69420;TUPIN & SEMONS;04.74.56.10.18;04.74.56.19.19;Non;;;;VIDAL FLEURY ETS;;;
VIDAUBAN;;83550;VIDAUBAN;04.94.73.00.12;04.94.73.54.67;Non;;;;VIDAUBANNAISE COOPERATIVE AGRICOLE;;commercial@vidaubanaise.com;
VIEUX CASTILLE;;30190;BOURDIC;06.15.77.21.56;;Non;;;;DOMAINE DU VIEUX CASTILLE;;;
VIEUX MANOIR;;30200;BAGNOLS SUR CEZE;04.66.90.13.43;04.66.90.13.43;Non;;;;GFA VIEUX MANOIR DE MARANSAN;;;
VIGNAL VALERIE;;30200;BAGNOLS SUR CEZE;04.66.79.25.69;;Non;;;;MME VIGNAL VALERIE;;vignalvalerie@gmail.com;
VIGNE BERNARD;;07150;LAGORCE;04.75.37.19.00;04.75.37.19.00;Non;;;;MR VIGNE BERNARD;;bervigne@wanadoo.fr;
VIGNERONS REUNIS;;84290;STE CECILE LES VIGNES;;;Non;;;;LES VIGNERONS REUNIS;;;
VIGNOBLES DE LA GRANDE SEOUVE;;13490;JOUQUES;04.42.67.60.87;04.42.67.62.33;Non;;;;SCA DES VIGNOBLES DE LA GRANDE SEOUVE;;grande.seouve@wanadoo.fr;
VILLE DIEU DU TEMPLE;;82290;LE VILLE DIEU DU TEMPLE;;;Non;;;;Cave de la ville dieu;;;
VILLEBRUNE;;30200;COMBE-SABRAN;04.66.;;Non;;;;MONSIEUR LE DIRECTEUR;;;
VILLESEQUELANDE;;11170;VILLESEQUELANDE;04.68.76.01.11;;Non;;;;LES VIGNERONS DE LA VOIE ROMAINE;;sebastien.lacuve@voie-romaine.com;
VILLEVIEILLE (COOP);;30250;VILLEVIEILLE;04 66 80 02 90;04 66 77 70 51;Non;;;;SCA LES TERRASSES DU VIDOURLE;;vinvillevieille@wanadoo.fr;
VINACTION;;34170;CASTELNAU LE LEZ;04.67.99.39.90;04.67.99.39.91;Non;;;;VINACTION;;;
VINICOLE DE TOURAINE;;41700;COUR-CHEVERNY;02.54.79.97.08;02.54.79.25.48;Non;;;;VINICOLE DE TOURAINE;;vinicole-de-touraine@wanadoo.fr;
VINIFRANCE;;30340;MONS;04 66 83 10 61;;Non;;;;SA VINIFRANCE;;;
VINISUD (SICA);;34501;BEZIERS CEDEX;04.67.31.30.30;;Non;;;;SICA VINISUD;;;
VINOVALIE;;81600;BRENS;05.63.57.18.10;05.63.57.38.44;Non;;;;VINOVALIE;;;
